Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 1.42449e-07, 2.01454e-07, 105.65, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 1.38204e-07, 1.9545e-07, 105.323, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 1.37259e-07, 1.94114e-07, 104.188, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 1.32022e-07, 1.86707e-07, 103.378, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 1.28927e-07, 1.82331e-07, 102.332, 
2019 Aug 19 (Mon) 18:30, 207.481, 293.423, -12.9476, 203.27, 287.467, -134.881, 213.02, 301.255, 110.286, 0.811064, 1.14702, 89.1397, 
2019 Aug 19 (Mon) 19:00, 206.446, 291.959, -12.9027, 202.293, 286.086, -134.826, 211.91, 299.686, 110.316, 0.802066, 1.13429, 89.2454, 
2019 Aug 19 (Mon) 19:30, 220.997, 312.536, -6.60365, 220.997, 312.537, -126.604, 220.997, 312.536, 113.396, 1.30649e-07, 1.84765e-07, 100.68, 
2019 Aug 19 (Mon) 20:00, 223.165, 315.603, -6.4588, 223.165, 315.603, -126.459, 223.165, 315.603, 113.541, 1.33579e-07, 1.88909e-07, 100.969, 
2019 Aug 19 (Mon) 20:30, 216.646, 306.384, -6.12805, 216.646, 306.384, -126.128, 216.646, 306.384, 113.872, 1.2499e-07, 1.76762e-07, 101.835, 
2019 Aug 19 (Mon) 21:00, 220.058, 311.209, -6.17966, 220.058, 311.21, -126.18, 220.058, 311.209, 113.82, 1.29467e-07, 1.83094e-07, 101.656, 
2019 Aug 19 (Mon) 21:30, 220.605, 311.982, -5.91399, 220.605, 311.983, -125.914, 220.605, 311.982, 114.086, 1.30238e-07, 1.84184e-07, 102.245, 
2019 Aug 19 (Mon) 22:00, 222.389, 314.505, -5.41236, 222.389, 314.505, -125.412, 222.388, 314.505, 114.588, 1.32712e-07, 1.87684e-07, 103.344, 
2019 Aug 19 (Mon) 22:30, 223.301, 315.795, -5.03123, 223.301, 315.795, -125.031, 223.301, 315.795, 114.969, 1.34008e-07, 1.89516e-07, 104.188, 
2019 Aug 19 (Mon) 23:00, 224.851, 317.987, -4.49851, 224.851, 317.987, -124.499, 224.851, 317.987, 115.501, 1.36212e-07, 1.92633e-07, 105.362, 
2019 Aug 19 (Mon) 23:30, 225.314, 318.643, -3.91865, 225.315, 318.643, -123.919, 225.314, 318.643, 116.081, 1.3695e-07, 1.93677e-07, 106.664, 
2019 Aug 20 (Tue) 0:00, 228.958, 323.796, -3.43618, 228.958, 323.796, -123.436, 228.958, 323.795, 116.564, 1.42098e-07, 2.00956e-07, 107.686, 
