Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 5:30, 231.178, 326.935, -3.3765, 231.178, 326.935, -123.377, 231.178, 326.935, 116.623, 2.03908e-07, 2.88369e-07, 20.0829, 
2019 Aug 19 (Mon) 6:00, 230.685, 326.237, -3.6542, 230.685, 326.237, -123.654, 230.685, 326.237, 116.346, 2.0312e-07, 2.87255e-07, 19.792, 
2019 Aug 19 (Mon) 6:30, 225.562, 318.992, -3.66942, 225.562, 318.992, -123.669, 225.561, 318.992, 116.331, 1.97821e-07, 2.79762e-07, 20.1382, 
2019 Aug 19 (Mon) 7:00, 226.29, 320.022, -4.00112, 226.29, 320.022, -124.001, 226.29, 320.022, 115.999, 1.98251e-07, 2.8037e-07, 19.6966, 
2019 Aug 19 (Mon) 7:30, 225.041, 318.255, -4.26854, 225.041, 318.256, -124.269, 225.04, 318.255, 115.731, 1.96698e-07, 2.78173e-07, 19.4709, 
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21796, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 1.97527e-07, 2.79346e-07, 19.4768, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.943, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 1.96934e-07, 2.78506e-07, 20.0509, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 1.97272e-07, 2.78985e-07, 20.0822, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 1.99768e-07, 2.82515e-07, 19.859, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 2.0191e-07, 2.85544e-07, 19.8255, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 2.0343e-07, 2.87694e-07, 19.8773, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 2.01949e-07, 2.85599e-07, 19.9825, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 2.01627e-07, 2.85144e-07, 19.8444, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 2.01285e-07, 2.84661e-07, 19.8038, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.71009, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.99862e-07, 2.82648e-07, 19.9464, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89986, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 2.02492e-07, 2.86367e-07, 19.5307, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 2.0235e-07, 2.86167e-07, 19.8208, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55368, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.99672e-07, 2.82379e-07, 20.1537, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.98725e-07, 2.8104e-07, 20.3842, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 2.02103e-07, 2.85816e-07, 19.5739, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.99573e-07, 2.82238e-07, 19.5301, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 2.00166e-07, 2.83078e-07, 19.0599, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.96788e-07, 2.783e-07, 19.0966, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.95575e-07, 2.76584e-07, 18.5342, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.91169e-07, 2.70354e-07, 18.368, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.88292e-07, 2.66284e-07, 17.9632, 
2019 Aug 19 (Mon) 18:30, 210.18, 297.239, -10.1727, 214.733, 303.679, -128.709, 209.291, 295.982, 109.394, 1.28328, 1.81484, 14.0497, 
2019 Aug 19 (Mon) 19:00, 209.042, 295.63, -10.1339, 213.558, 302.016, -128.677, 208.182, 294.414, 109.437, 1.27531, 1.80356, 14.174, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.88985e-07, 2.67264e-07, 16.9803, 
2019 Aug 19 (Mon) 20:00, 221.972, 313.915, -6.56755, 221.972, 313.916, -126.568, 221.972, 313.915, 113.432, 1.91404e-07, 2.70686e-07, 16.9744, 
2019 Aug 19 (Mon) 20:30, 215.285, 304.459, -6.18037, 215.285, 304.459, -126.18, 215.285, 304.459, 113.82, 1.8494e-07, 2.61545e-07, 17.9152, 
2019 Aug 19 (Mon) 21:00, 218.797, 309.426, -6.25747, 218.797, 309.426, -126.258, 218.797, 309.425, 113.742, 1.88434e-07, 2.66487e-07, 17.5668, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98578, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 1.89301e-07, 2.67712e-07, 17.8504, 
2019 Aug 19 (Mon) 22:00, 221.276, 312.932, -5.47806, 221.276, 312.932, -125.478, 221.276, 312.932, 114.522, 1.91699e-07, 2.71103e-07, 18.3113, 
2019 Aug 19 (Mon) 22:30, 222.256, 314.317, -5.08946, 222.256, 314.317, -125.09, 222.255, 314.317, 114.91, 1.93064e-07, 2.73033e-07, 18.7, 
2019 Aug 19 (Mon) 23:00, 223.908, 316.654, -4.54837, 223.909, 316.654, -124.548, 223.908, 316.654, 115.452, 1.95268e-07, 2.76151e-07, 19.2223, 
2019 Aug 19 (Mon) 23:30, 224.447, 317.416, -3.9514, 224.447, 317.416, -123.951, 224.447, 317.415, 116.049, 1.96391e-07, 2.77738e-07, 19.8864, 
2019 Aug 20 (Tue) 0:00, 228.253, 322.799, -3.47694, 228.254, 322.799, -123.477, 228.253, 322.799, 116.523, 2.00788e-07, 2.83958e-07, 20.1727, 
