Time, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 4, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 6, 60, 61, 62, 63, 64, 65, 66, 7, 8, 9, 
2019 Aug 19 (Mon) 18:00, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 1654.6, 
2019 Aug 19 (Mon) 18:30, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 1775.8, 
2019 Aug 19 (Mon) 19:00, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 1789.9, 
2019 Aug 19 (Mon) 19:30, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 1822.1, 
2019 Aug 19 (Mon) 20:00, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 1753.6, 
2019 Aug 19 (Mon) 20:30, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 1760.6, 
2019 Aug 19 (Mon) 21:00, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 1725.5, 
2019 Aug 19 (Mon) 21:30, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 1648.8, 
2019 Aug 19 (Mon) 22:00, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 1495.3, 
2019 Aug 19 (Mon) 22:30, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 1385.8, 
2019 Aug 19 (Mon) 23:00, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 1231.1, 
2019 Aug 19 (Mon) 23:30, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 1078.3, 
2019 Aug 20 (Tue) 0:00, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 918.96, 
