Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 13:00, 230.997, 326.679, -3.83224, 230.997, 326.679, -123.832, 230.997, 326.679, 116.168, 6.4898e-08, 9.17797e-08, -41.2472, 
2019 Aug 19 (Mon) 13:30, 230.628, 326.157, -3.61606, 230.628, 326.157, -123.616, 230.628, 326.157, 116.384, 6.46271e-08, 9.13965e-08, -40.6407, 
2019 Aug 19 (Mon) 14:00, 227.989, 322.425, -3.51667, 227.989, 322.425, -123.517, 227.989, 322.425, 116.483, 6.25958e-08, 8.85238e-08, -40.3189, 
2019 Aug 19 (Mon) 14:30, 226.966, 320.979, -3.3945, 226.966, 320.979, -123.395, 226.966, 320.979, 116.605, 6.18241e-08, 8.74325e-08, -39.9628, 
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 6.46025e-08, 9.13618e-08, -41.2112, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 6.28933e-08, 8.89446e-08, -41.6856, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 6.35693e-08, 8.99005e-08, -42.6154, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 6.12499e-08, 8.66205e-08, -43.048, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 6.07557e-08, 8.59216e-08, -44.459, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 5.79284e-08, 8.19232e-08, -45.5087, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 5.62834e-08, 7.95967e-08, -46.8431, 
2019 Aug 19 (Mon) 18:30, 218.467, 308.959, -6.28892, 218.539, 309.06, -126.297, 213.135, 301.419, 110.311, 0.391298, 0.553379, -51.6695, 
2019 Aug 19 (Mon) 19:00, 217.286, 307.289, -6.27721, 217.357, 307.389, -126.286, 212.026, 299.85, 110.34, 0.385491, 0.545167, -51.617, 
2019 Aug 19 (Mon) 19:30, 220.951, 312.472, -6.60578, 221.027, 312.579, -126.613, 215.402, 304.625, 109.967, 0.403515, 0.570656, -52.5855, 
2019 Aug 19 (Mon) 20:00, 223.121, 315.541, -6.46148, 223.196, 315.647, -126.467, 217.473, 307.553, 110.073, 0.414555, 0.586269, -52.2303, 
2019 Aug 19 (Mon) 20:30, 216.601, 306.321, -6.12875, 216.671, 306.419, -126.138, 211.413, 298.983, 110.494, 0.382207, 0.540523, -51.1951, 
2019 Aug 19 (Mon) 21:00, 220.014, 311.147, -6.18129, 220.086, 311.248, -126.189, 214.615, 303.511, 110.391, 0.399035, 0.564321, -51.4009, 
2019 Aug 19 (Mon) 21:30, 220.562, 311.922, -5.91561, 220.632, 312.02, -125.923, 215.189, 304.324, 110.639, 0.401917, 0.568396, -50.6798, 
2019 Aug 19 (Mon) 22:00, 222.349, 314.449, -5.41414, 222.414, 314.541, -125.42, 216.984, 306.862, 111.095, 0.411243, 0.581585, -49.337, 
2019 Aug 19 (Mon) 22:30, 223.263, 315.742, -5.03298, 223.326, 315.83, -125.039, 217.932, 308.203, 111.448, 0.41617, 0.588554, -48.309, 
2019 Aug 19 (Mon) 23:00, 224.817, 317.939, -4.50025, 224.874, 318.02, -124.505, 219.52, 310.448, 111.938, 0.42459, 0.60046, -46.882, 
2019 Aug 19 (Mon) 23:30, 225.283, 318.598, -3.92002, 225.335, 318.672, -123.925, 220.097, 311.264, 112.491, 0.427498, 0.604574, -45.2964, 
2019 Aug 20 (Tue) 0:00, 228.931, 323.758, -3.43803, 228.978, 323.824, -123.441, 223.655, 316.295, 112.899, 0.447291, 0.632565, -44.082, 
