Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 19:30, 207.527, 293.488, -14.2356, 201.516, 284.986, -137.087, 201.221, 284.57, 102.925, 0.620479, 0.87749, 3.02656, 
2019 Aug 19 (Mon) 20:00, 209.112, 295.73, -14.3413, 202.825, 286.837, -137.274, 202.518, 286.403, 102.736, 0.644648, 0.911669, 2.56913, 
2019 Aug 19 (Mon) 20:30, 203.729, 288.116, -13.7997, 197.94, 279.93, -136.674, 197.652, 279.522, 103.341, 0.609693, 0.862236, 4.35872, 
2019 Aug 19 (Mon) 21:00, 206.461, 291.981, -14.0477, 200.363, 283.357, -136.983, 200.063, 282.931, 103.03, 0.6338, 0.896328, 3.4817, 
2019 Aug 19 (Mon) 21:30, 206.691, 292.305, -14.0081, 200.428, 283.448, -137.02, 200.119, 283.011, 102.993, 0.651014, 0.920673, 3.48405, 
2019 Aug 19 (Mon) 22:00, 207.72, 293.761, -13.9857, 201.07, 284.356, -137.157, 200.742, 283.891, 102.855, 0.689514, 0.97512, 3.30075, 
2019 Aug 19 (Mon) 22:30, 208.162, 294.385, -13.9394, 201.26, 284.625, -137.223, 200.919, 284.142, 102.79, 0.715301, 1.01159, 3.2685, 
2019 Aug 19 (Mon) 23:00, 209.002, 295.574, -13.8947, 201.72, 285.275, -137.339, 201.359, 284.765, 102.673, 0.753624, 1.06579, 3.15323, 
2019 Aug 19 (Mon) 23:30, 208.982, 295.546, -13.7651, 201.412, 284.84, -137.359, 201.036, 284.308, 102.654, 0.785461, 1.11081, 3.31989, 
2019 Aug 20 (Tue) 0:00, 211.488, 299.089, -13.8785, 203.327, 287.547, -137.66, 202.923, 286.976, 102.352, 0.838787, 1.18622, 2.6709, 
