Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21796, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 1.53388e-07, 2.16923e-07, 101.577, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.943, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 1.52711e-07, 2.15967e-07, 102.091, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 1.52943e-07, 2.16293e-07, 102.134, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 1.54861e-07, 2.19007e-07, 102.045, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 1.56439e-07, 2.21238e-07, 102.114, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 1.57525e-07, 2.22774e-07, 102.236, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 1.56397e-07, 2.21179e-07, 102.265, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 1.56224e-07, 2.20934e-07, 102.12, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.55991e-07, 2.20604e-07, 102.063, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.71009, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.54887e-07, 2.19044e-07, 102.13, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89986, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.56997e-07, 2.22027e-07, 101.863, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.56754e-07, 2.21684e-07, 102.132, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55368, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.54655e-07, 2.18715e-07, 102.318, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.53866e-07, 2.176e-07, 102.488, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.56697e-07, 2.21603e-07, 101.886, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.54868e-07, 2.19016e-07, 101.725, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.55505e-07, 2.19918e-07, 101.308, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.53011e-07, 2.1639e-07, 101.184, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.5237e-07, 2.15484e-07, 100.601, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.49196e-07, 2.10995e-07, 100.235, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.47229e-07, 2.08214e-07, 99.7297, 
2019 Aug 19 (Mon) 18:30, 217.192, 307.156, -6.35888, 217.192, 307.156, -126.359, 217.192, 307.156, 113.641, 1.46219e-07, 2.06784e-07, 99.2746, 
2019 Aug 19 (Mon) 19:00, 215.976, 305.436, -6.33889, 215.976, 305.436, -126.339, 215.976, 305.436, 113.661, 1.45279e-07, 2.05455e-07, 99.326, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.48138e-07, 2.09498e-07, 98.8244, 
2019 Aug 19 (Mon) 20:00, 219.519, 310.446, -7.85956, 220.443, 311.753, -127.799, 221.968, 313.911, 113.521, 0.322244, 0.455722, 39.4737, 
2019 Aug 19 (Mon) 20:30, 213.006, 301.235, -7.44232, 213.894, 302.492, -127.378, 215.272, 304.441, 113.907, 0.311281, 0.440218, 40.0535, 
2019 Aug 19 (Mon) 21:00, 218.797, 309.426, -6.25747, 218.797, 309.426, -126.258, 218.797, 309.425, 113.742, 1.47505e-07, 2.08603e-07, 99.3567, 
2019 Aug 19 (Mon) 21:30, 216.372, 305.996, -7.36514, 219.998, 311.125, -126.083, 219.407, 310.288, 114.201, 0.555905, 0.786168, 26.4213, 
2019 Aug 19 (Mon) 22:00, 219.204, 310.002, -7.01671, 221.907, 313.824, -125.291, 217.621, 307.763, 113.211, 0.796191, 1.12598, 108.898, 
2019 Aug 19 (Mon) 22:30, 223.218, 315.678, -5.2344, 222.267, 314.332, -124.802, 218.584, 309.124, 113.4, 0.914883, 1.29384, 146.922, 
2019 Aug 19 (Mon) 23:00, 222.237, 314.291, -5.76542, 222.178, 314.208, -125.758, 223.903, 316.647, 115.445, 0.118076, 0.166985, 124.26, 
2019 Aug 19 (Mon) 23:30, 222.812, 315.104, -5.18491, 221.036, 312.593, -126.355, 222.758, 315.027, 114.816, 0.159879, 0.226103, 80.256, 
2019 Aug 20 (Tue) 0:00, 226.572, 320.421, -4.7235, 226.572, 320.421, -124.723, 226.565, 320.412, 115.27, 0.0876886, 0.12401, -176.825, 
