Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 1.12772e-07, 1.59484e-07, 79.9009, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 1.08625e-07, 1.53619e-07, 79.5992, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 1.07588e-07, 1.52152e-07, 78.2236, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 1.02463e-07, 1.44905e-07, 77.3417, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 9.94034e-08, 1.40578e-07, 76.1138, 
2019 Aug 19 (Mon) 18:30, 218.512, 309.022, -6.28764, 218.512, 309.023, -126.288, 218.512, 309.022, 113.712, 9.7872e-08, 1.38412e-07, 75.0383, 
2019 Aug 19 (Mon) 19:00, 217.331, 307.352, -6.27626, 217.331, 307.353, -126.276, 217.331, 307.352, 113.724, 9.63998e-08, 1.3633e-07, 75.1279, 
2019 Aug 19 (Mon) 19:30, 220.997, 312.536, -6.60365, 220.997, 312.537, -126.604, 220.997, 312.536, 113.396, 1.00914e-07, 1.42714e-07, 74.0301, 
2019 Aug 19 (Mon) 20:00, 223.161, 315.598, -6.45917, 221.33, 313.008, -127.658, 223.165, 315.603, 113.542, 0.0397215, 0.0561747, 0.65217, 
2019 Aug 19 (Mon) 20:30, 214.889, 303.9, -7.28295, 214.98, 304.028, -127.31, 213.251, 301.583, 111.631, 0.477532, 0.675332, -51.5438, 
2019 Aug 19 (Mon) 21:00, 218.241, 308.64, -7.35366, 220.09, 311.255, -126.192, 216.514, 306.197, 111.542, 0.46699, 0.660424, -55.3197, 
2019 Aug 19 (Mon) 21:30, 220.605, 311.982, -5.91399, 220.605, 311.983, -125.914, 220.605, 311.982, 114.086, 1.00656e-07, 1.42349e-07, 75.9785, 
2019 Aug 19 (Mon) 22:00, 222.402, 314.524, -5.41585, 220.653, 312.05, -126.593, 222.37, 314.479, 114.586, 0.185271, 0.262013, 76.4414, 
2019 Aug 19 (Mon) 22:30, 221.604, 313.395, -6.18987, 221.53, 313.291, -126.225, 221.595, 313.383, 113.745, 0.412306, 0.583089, -177.119, 
2019 Aug 19 (Mon) 23:00, 223.153, 315.585, -5.67116, 223.1, 315.512, -125.729, 223.178, 315.621, 114.267, 0.470322, 0.665135, -153.872, 
2019 Aug 19 (Mon) 23:30, 225.313, 318.64, -3.91871, 223.649, 316.287, -125.154, 225.315, 318.644, 116.082, 0.03086, 0.0436427, 12.1761, 
2019 Aug 20 (Tue) 0:00, 228.958, 323.796, -3.43618, 228.958, 323.796, -123.436, 228.958, 323.795, 116.564, 1.12673e-07, 1.59344e-07, 82.4042, 
