Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 14:30, 5.86542e-05, 5.60297e-05, 7.02355e-05, 7.87024e-05, 8.50728e-05, 8.84185e-05, 9.01203e-05, 5.44211e-05, 5.88105e-05, 6.10343e-05, 6.26598e-05, 6.70163e-05, 6.92995e-05, 
2019 Aug 19 (Mon) 15:00, 3.75058e-05, 3.51922e-05, 4.51555e-05, 5.10895e-05, 5.57074e-05, 5.91117e-05, 6.02073e-05, 3.37672e-05, 3.65973e-05, 3.76503e-05, 3.89487e-05, 4.12586e-05, 4.28492e-05, 
2019 Aug 19 (Mon) 15:30, 4.94645e-05, 4.85755e-05, 6.22579e-05, 7.14512e-05, 7.71625e-05, 8.01981e-05, 8.01921e-05, 4.59185e-05, 4.94927e-05, 5.20908e-05, 5.47636e-05, 5.77821e-05, 5.81114e-05, 
2019 Aug 19 (Mon) 16:00, 4.23145e-05, 3.76301e-05, 5.0602e-05, 5.7453e-05, 6.45095e-05, 6.80975e-05, 6.6649e-05, 3.76461e-05, 4.01019e-05, 4.14885e-05, 4.34498e-05, 4.69832e-05, 4.83803e-05, 
2019 Aug 19 (Mon) 16:30, 5.7986e-05, 5.27694e-05, 6.71622e-05, 7.92948e-05, 8.27663e-05, 8.7293e-05, 8.78739e-05, 5.13828e-05, 5.63854e-05, 5.80578e-05, 6.05343e-05, 6.55732e-05, 6.7208e-05, 
2019 Aug 19 (Mon) 17:00, 5.71037e-05, 5.54832e-05, 6.70331e-05, 7.7384e-05, 8.21173e-05, 8.74755e-05, 8.94438e-05, 5.29261e-05, 5.53582e-05, 5.73225e-05, 6.06322e-05, 6.50853e-05, 6.73661e-05, 
2019 Aug 19 (Mon) 17:30, 5.81545e-05, 5.64285e-05, 6.91249e-05, 7.58699e-05, 8.18336e-05, 8.55345e-05, 8.47674e-05, 5.44538e-05, 6.00604e-05, 6.01536e-05, 6.51672e-05, 6.76765e-05, 7.07595e-05, 
2019 Aug 19 (Mon) 18:00, 5.60314e-05, 5.45205e-05, 6.24713e-05, 7.04348e-05, 7.33957e-05, 7.82231e-05, 7.85323e-05, 5.2788e-05, 5.70472e-05, 5.80375e-05, 6.15355e-05, 6.58194e-05, 6.68139e-05, 
2019 Aug 19 (Mon) 18:30, 2.77395, 2.80661, 2.88095, 2.99344, 3.11028, 3.18466, 3.18877, 2.74912, 2.68156, 2.64837, 2.95693, 3.08751, 3.14199, 
2019 Aug 19 (Mon) 19:00, 2.76111, 2.79358, 2.86788, 2.98016, 3.09682, 3.17114, 3.17519, 2.73635, 2.66891, 2.63568, 2.94369, 3.07416, 3.12861, 
2019 Aug 19 (Mon) 19:30, 5.87733e-05, 5.65425e-05, 6.95049e-05, 7.86212e-05, 8.36062e-05, 8.75889e-05, 9.0891e-05, 5.59795e-05, 6.07795e-05, 6.1953e-05, 6.61489e-05, 6.87391e-05, 6.97871e-05, 
2019 Aug 19 (Mon) 20:00, 5.8583e-05, 5.65962e-05, 6.9158e-05, 7.81859e-05, 8.69506e-05, 8.7995e-05, 9.21119e-05, 5.34875e-05, 5.771e-05, 5.88673e-05, 6.24401e-05, 6.7191e-05, 6.86769e-05, 
2019 Aug 19 (Mon) 20:30, 4.67192e-05, 4.69939e-05, 5.36428e-05, 5.59865e-05, 5.78067e-05, 5.95308e-05, 6.06876e-05, 4.47567e-05, 5.12401e-05, 5.35407e-05, 5.43755e-05, 5.75852e-05, 5.8806e-05, 
2019 Aug 19 (Mon) 21:00, 5.6124e-05, 5.63989e-05, 6.65862e-05, 7.37402e-05, 7.94892e-05, 8.26262e-05, 8.40544e-05, 5.30043e-05, 5.92425e-05, 6.09237e-05, 6.42975e-05, 6.71931e-05, 6.89064e-05, 
2019 Aug 19 (Mon) 21:30, 5.54357e-05, 5.57414e-05, 6.78988e-05, 7.5033e-05, 8.04553e-05, 8.14334e-05, 8.34036e-05, 5.46113e-05, 5.83479e-05, 6.05456e-05, 6.41683e-05, 6.67844e-05, 6.87817e-05, 
2019 Aug 19 (Mon) 22:00, 5.68843e-05, 5.80661e-05, 6.86779e-05, 7.74505e-05, 8.31282e-05, 8.73924e-05, 8.93802e-05, 5.43476e-05, 6.08113e-05, 6.06331e-05, 6.5614e-05, 6.86795e-05, 7.09519e-05, 
2019 Aug 19 (Mon) 22:30, 5.7892e-05, 5.50662e-05, 7.05536e-05, 7.80728e-05, 8.31777e-05, 8.79909e-05, 8.86069e-05, 5.44751e-05, 6.09784e-05, 6.18316e-05, 6.57809e-05, 6.93584e-05, 6.9666e-05, 
2019 Aug 19 (Mon) 23:00, 5.9155e-05, 5.53819e-05, 6.96653e-05, 7.801e-05, 8.44642e-05, 8.89455e-05, 9.04037e-05, 5.43355e-05, 6.0183e-05, 5.99248e-05, 6.31842e-05, 6.90494e-05, 7.1105e-05, 
2019 Aug 19 (Mon) 23:30, 5.80061e-05, 5.56263e-05, 7.04373e-05, 7.73624e-05, 8.66898e-05, 8.83241e-05, 8.96959e-05, 5.48899e-05, 5.87191e-05, 6.01e-05, 6.30607e-05, 6.87442e-05, 7.00872e-05, 
2019 Aug 20 (Tue) 0:00, 5.20837e-05, 4.88965e-05, 6.21743e-05, 7.14972e-05, 7.69668e-05, 8.13994e-05, 8.28024e-05, 4.90942e-05, 4.96624e-05, 5.13368e-05, 5.43215e-05, 5.88016e-05, 5.991e-05, 
