Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 3.40185e-08, 4.81094e-08, -91.6137, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 3.33307e-08, 4.71367e-08, -91.455, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 3.30424e-08, 4.67291e-08, -92.0875, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 3.21371e-08, 4.54488e-08, -92.1551, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 3.15342e-08, 4.4596e-08, -92.5443, 
2019 Aug 19 (Mon) 18:30, 209.965, 296.936, -10.8606, 211.799, 299.529, -129.786, 213.718, 302.243, 111.381, 0.196023, 0.277218, -94.2093, 
2019 Aug 19 (Mon) 19:00, 208.847, 295.354, -10.8167, 210.653, 297.909, -129.748, 212.552, 300.593, 111.413, 0.194677, 0.275315, -94.0464, 
2019 Aug 19 (Mon) 19:30, 212.201, 300.098, -11.2411, 214.113, 302.802, -130.16, 216.097, 305.607, 111.018, 0.198356, 0.280518, -94.9217, 
2019 Aug 19 (Mon) 20:00, 214.314, 303.085, -11.1572, 216.268, 305.849, -130.064, 218.277, 308.691, 111.127, 0.201066, 0.28435, -95.0049, 
2019 Aug 19 (Mon) 20:30, 208.253, 294.514, -10.651, 210.034, 297.032, -129.583, 211.91, 299.686, 111.575, 0.194124, 0.274532, -93.7682, 
2019 Aug 19 (Mon) 21:00, 211.476, 299.072, -10.7965, 213.339, 301.707, -129.713, 215.275, 304.445, 111.463, 0.197982, 0.279988, -94.2647, 
2019 Aug 19 (Mon) 21:30, 212.1, 299.954, -10.549, 213.958, 302.582, -129.459, 215.884, 305.306, 111.722, 0.199056, 0.281508, -93.9943, 
2019 Aug 19 (Mon) 22:00, 213.994, 302.633, -10.1027, 215.86, 305.273, -128.996, 217.778, 307.985, 112.198, 0.201977, 0.285638, -93.5834, 
2019 Aug 19 (Mon) 22:30, 215.015, 304.078, -9.7515, 216.877, 306.711, -128.635, 218.781, 309.403, 112.567, 0.203708, 0.288086, -93.2183, 
2019 Aug 19 (Mon) 23:00, 216.709, 306.473, -9.26849, 218.57, 309.105, -128.136, 220.457, 311.774, 113.078, 0.206478, 0.292004, -92.7488, 
2019 Aug 19 (Mon) 23:30, 217.392, 307.439, -8.70873, 219.223, 310.028, -127.565, 221.072, 312.644, 113.656, 0.208116, 0.294321, -92.08, 
2019 Aug 20 (Tue) 0:00, 221.069, 312.639, -8.33461, 222.95, 315.299, -127.165, 224.816, 317.938, 114.079, 0.213301, 0.301654, -91.9695, 
