Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 13:00, 230.997, 326.679, -3.83224, 230.997, 326.679, -123.832, 230.997, 326.679, 116.168, 1.32738e-08, 1.8772e-08, -168.321, 
2019 Aug 19 (Mon) 13:30, 230.628, 326.157, -3.61606, 230.628, 326.157, -123.616, 230.628, 326.157, 116.384, 1.31776e-08, 1.86359e-08, -167.55, 
2019 Aug 19 (Mon) 14:00, 227.989, 322.425, -3.51667, 227.989, 322.425, -123.517, 227.989, 322.425, 116.483, 1.26088e-08, 1.78315e-08, -167.404, 
2019 Aug 19 (Mon) 14:30, 226.966, 320.979, -3.3945, 226.966, 320.979, -123.395, 226.966, 320.979, 116.605, 1.23866e-08, 1.75172e-08, -167.044, 
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 1.31913e-08, 1.86553e-08, -168.314, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 1.27428e-08, 1.8021e-08, -169.205, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 1.29618e-08, 1.83307e-08, -170.353, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 1.2347e-08, 1.74613e-08, -171.317, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 1.22714e-08, 1.73543e-08, -173.303, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 1.15494e-08, 1.63333e-08, -175.282, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 1.11657e-08, 1.57907e-08, -177.446, 
2019 Aug 19 (Mon) 18:30, 218.512, 309.022, -6.28764, 218.512, 309.023, -126.288, 218.512, 309.022, 113.712, 1.10073e-08, 1.55667e-08, -179.178, 
2019 Aug 19 (Mon) 19:00, 217.331, 307.352, -6.27625, 217.331, 307.353, -126.276, 217.331, 307.352, 113.724, 1.07802e-08, 1.52455e-08, -179.351, 
2019 Aug 19 (Mon) 19:30, 220.997, 312.536, -6.60365, 220.997, 312.537, -126.604, 220.997, 312.536, 113.396, 1.15202e-08, 1.6292e-08, -179.923, 
2019 Aug 19 (Mon) 20:00, 223.165, 315.603, -6.45879, 223.165, 315.603, -126.459, 223.165, 315.603, 113.541, 1.1927e-08, 1.68673e-08, -179.026, 
2019 Aug 19 (Mon) 20:30, 216.646, 306.384, -6.12805, 216.646, 306.384, -126.128, 216.646, 306.384, 113.872, 1.0635e-08, 1.50402e-08, -178.883, 
2019 Aug 19 (Mon) 21:00, 220.058, 311.209, -6.17966, 220.058, 311.21, -126.18, 220.058, 311.209, 113.82, 1.12913e-08, 1.59683e-08, -178.496, 
2019 Aug 19 (Mon) 21:30, 220.605, 311.982, -5.91399, 220.605, 311.983, -125.914, 220.605, 311.982, 114.086, 1.13641e-08, 1.60712e-08, -177.415, 
2019 Aug 19 (Mon) 22:00, 222.389, 314.505, -5.41236, 222.389, 314.505, -125.412, 222.388, 314.505, 114.588, 1.16528e-08, 1.64796e-08, -175.245, 
2019 Aug 19 (Mon) 22:30, 223.301, 315.795, -5.03123, 223.301, 315.795, -125.031, 223.301, 315.795, 114.969, 1.17942e-08, 1.66795e-08, -173.678, 
2019 Aug 19 (Mon) 23:00, 224.851, 317.987, -4.49851, 224.851, 317.987, -124.499, 224.851, 317.987, 115.501, 1.20522e-08, 1.70444e-08, -171.46, 
2019 Aug 19 (Mon) 23:30, 223.648, 316.286, -5.14399, 225.309, 318.635, -123.919, 225.318, 318.647, 116.08, 0.08712, 0.123206, -170.579, 
2019 Aug 20 (Tue) 0:00, 227.27, 321.409, -4.68633, 228.953, 323.789, -123.436, 228.961, 323.8, 116.563, 0.0922895, 0.130517, -168.413, 
