Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 1.34892e-08, 1.90766e-08, -159.919, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 1.33682e-08, 1.89055e-08, -159.827, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 1.33422e-08, 1.88686e-08, -160.001, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.33231e-08, 1.88417e-08, -160.05, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.71009, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.32047e-08, 1.86743e-08, -159.915, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89985, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.34207e-08, 1.89797e-08, -160.368, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.33986e-08, 1.89485e-08, -160.01, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55368, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.31867e-08, 1.86488e-08, -159.69, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.31041e-08, 1.8532e-08, -159.417, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.339e-08, 1.89363e-08, -160.33, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.31897e-08, 1.8653e-08, -160.428, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40785, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.32477e-08, 1.87351e-08, -160.976, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.29798e-08, 1.83562e-08, -161.034, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.28977e-08, 1.82401e-08, -161.726, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.25543e-08, 1.77545e-08, -162.051, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.23442e-08, 1.74573e-08, -162.539, 
2019 Aug 19 (Mon) 18:30, 217.192, 307.156, -6.35887, 217.192, 307.156, -126.359, 217.192, 307.156, 113.641, 1.22278e-08, 1.72928e-08, -163.093, 
2019 Aug 19 (Mon) 19:00, 215.976, 305.436, -6.33889, 215.976, 305.436, -126.339, 215.976, 305.436, 113.661, 1.21401e-08, 1.71687e-08, -162.958, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.24213e-08, 1.75663e-08, -163.687, 
2019 Aug 19 (Mon) 20:00, 221.972, 313.915, -6.56755, 221.972, 313.916, -126.568, 221.972, 313.915, 113.432, 1.26033e-08, 1.78238e-08, -163.69, 
2019 Aug 19 (Mon) 20:30, 215.285, 304.459, -6.18037, 215.285, 304.459, -126.18, 215.285, 304.459, 113.82, 1.20893e-08, 1.70969e-08, -162.793, 
2019 Aug 19 (Mon) 21:00, 218.797, 309.426, -6.25747, 218.797, 309.426, -126.258, 218.797, 309.425, 113.742, 1.23555e-08, 1.74733e-08, -163.007, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98577, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 1.24212e-08, 1.75663e-08, -162.662, 
2019 Aug 19 (Mon) 22:00, 221.276, 312.932, -5.47806, 221.276, 312.932, -125.478, 221.276, 312.932, 114.522, 1.25951e-08, 1.78121e-08, -162.121, 
2019 Aug 19 (Mon) 22:30, 222.256, 314.317, -5.08945, 222.256, 314.317, -125.09, 222.255, 314.317, 114.91, 1.2691e-08, 1.79478e-08, -161.597, 
2019 Aug 19 (Mon) 23:00, 223.908, 316.654, -4.54837, 223.909, 316.654, -124.548, 223.908, 316.654, 115.452, 1.28576e-08, 1.81834e-08, -160.925, 
2019 Aug 19 (Mon) 23:30, 222.788, 315.069, -5.17276, 224.427, 317.388, -123.953, 224.463, 317.438, 116.045, 0.0931751, 0.13177, -161.473, 
2019 Aug 20 (Tue) 0:00, 226.57, 320.418, -4.72394, 228.238, 322.778, -123.479, 228.268, 322.82, 116.521, 0.0956272, 0.135237, -161.024, 
