Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 6:30, 225.562, 318.992, -3.66942, 225.562, 318.992, -123.669, 225.561, 318.992, 116.331, 1.36295e-07, 1.92751e-07, 151.41, 
2019 Aug 19 (Mon) 7:00, 226.29, 320.022, -4.00112, 226.29, 320.022, -124.001, 226.29, 320.022, 115.999, 1.36424e-07, 1.92932e-07, 151.022, 
2019 Aug 19 (Mon) 7:30, 225.04, 318.255, -4.26854, 225.041, 318.256, -124.269, 225.04, 318.255, 115.731, 1.35456e-07, 1.91563e-07, 150.881, 
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21797, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 1.35937e-07, 1.92244e-07, 150.856, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.943, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 1.35756e-07, 1.91988e-07, 151.365, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 1.35958e-07, 1.92274e-07, 151.381, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 1.37354e-07, 1.94248e-07, 151.106, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 1.38584e-07, 1.95987e-07, 151.005, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 1.39491e-07, 1.9727e-07, 150.999, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 1.38656e-07, 1.96089e-07, 151.137, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 1.38431e-07, 1.95771e-07, 151.032, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 1.38215e-07, 1.95465e-07, 151.008, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.7101, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 1.37428e-07, 1.94353e-07, 151.177, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89986, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 1.38841e-07, 1.96351e-07, 150.737, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 1.38841e-07, 1.9635e-07, 150.986, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55369, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 1.3738e-07, 1.94285e-07, 151.36, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 1.36895e-07, 1.93598e-07, 151.586, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 1.38622e-07, 1.96041e-07, 150.786, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 1.37148e-07, 1.93956e-07, 150.836, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40786, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 1.37357e-07, 1.94252e-07, 150.417, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 1.35406e-07, 1.91493e-07, 150.564, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 1.34545e-07, 1.90275e-07, 150.13, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 1.31951e-07, 1.86607e-07, 150.141, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 1.30194e-07, 1.84123e-07, 149.904, 
2019 Aug 19 (Mon) 18:30, 198.084, 280.133, -17.2672, 186.304, 263.474, -140.646, 194.307, 274.792, 102.184, 0.828471, 1.17163, 140.34, 
2019 Aug 19 (Mon) 19:00, 197.116, 278.764, -17.1955, 185.469, 262.293, -140.563, 193.374, 273.473, 102.257, 0.824876, 1.16655, 140.492, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 1.30353e-07, 1.84347e-07, 149.056, 
2019 Aug 19 (Mon) 20:00, 221.972, 313.915, -6.56755, 221.972, 313.916, -126.568, 221.972, 313.915, 113.432, 1.31734e-07, 1.86299e-07, 148.973, 
2019 Aug 19 (Mon) 20:30, 215.285, 304.459, -6.18037, 215.285, 304.459, -126.18, 215.285, 304.459, 113.82, 1.28239e-07, 1.81357e-07, 149.982, 
2019 Aug 19 (Mon) 21:00, 218.797, 309.426, -6.25747, 218.797, 309.426, -126.258, 218.797, 309.425, 113.742, 1.30187e-07, 1.84113e-07, 149.569, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98578, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 1.30734e-07, 1.84886e-07, 149.769, 
2019 Aug 19 (Mon) 22:00, 221.276, 312.932, -5.47806, 221.276, 312.932, -125.478, 221.276, 312.932, 114.522, 1.32249e-07, 1.87028e-07, 150.08, 
2019 Aug 19 (Mon) 22:30, 222.256, 314.317, -5.08946, 222.256, 314.317, -125.09, 222.255, 314.317, 114.91, 1.3314e-07, 1.88288e-07, 150.361, 
2019 Aug 19 (Mon) 23:00, 223.908, 316.654, -4.54837, 223.908, 316.654, -124.548, 223.908, 316.654, 115.452, 1.34557e-07, 1.90292e-07, 150.722, 
2019 Aug 19 (Mon) 23:30, 224.447, 317.416, -3.9514, 224.447, 317.416, -123.951, 224.447, 317.415, 116.049, 1.35396e-07, 1.91479e-07, 151.244, 
2019 Aug 20 (Tue) 0:00, 228.253, 322.799, -3.47694, 228.254, 322.799, -123.477, 228.253, 322.799, 116.523, 1.38031e-07, 1.95205e-07, 151.338, 
