Time, I_PhaseA_RMS, I_PhaseA_Mag, I_PhaseA_Pha, I_PhaseB_RMS, I_PhaseB_Mag, I_PhaseB_Pha, I_PhaseC_RMS, I_PhaseC_Mag, I_PhaseC_Pha, I_Neutral_RMS, I_Neutral_Mag, I_Neutral_Pha
2019 Aug 19 (Mon) 6:30, 111.559, 157.768, -29.0186, 111.561, 157.754, -149.015, 111.57, 157.77, 90.9876, 1.41715e-07, 2.00412e-07, -123.975, 
2019 Aug 19 (Mon) 7:00, 114.562, 162.014, -25.1651, 114.566, 162.001, -145.162, 114.575, 162.017, 94.8406, 1.45965e-07, 2.06417e-07, -120.493, 
2019 Aug 19 (Mon) 7:30, 123.279, 174.343, -26.0794, 123.281, 174.329, -146.076, 123.29, 174.345, 93.9262, 1.55801e-07, 2.20333e-07, -121.759, 
2019 Aug 19 (Mon) 8:00, 119.913, 169.583, -24.8432, 119.917, 169.57, -144.84, 119.926, 169.585, 95.1623, 1.52221e-07, 2.15268e-07, -120.462, 
2019 Aug 19 (Mon) 8:30, 116.179, 164.302, -29.6754, 116.179, 164.288, -149.672, 116.189, 164.303, 90.3306, 1.47059e-07, 2.07967e-07, -124.656, 
2019 Aug 19 (Mon) 9:00, 114.456, 161.865, -29.4184, 114.457, 161.851, -149.415, 114.466, 161.866, 90.5877, 1.4497e-07, 2.0501e-07, -124.368, 
2019 Aug 19 (Mon) 9:30, 106.659, 150.838, -23.7225, 106.667, 150.827, -143.719, 106.675, 150.841, 96.2832, 1.37144e-07, 1.93939e-07, -118.87, 
2019 Aug 19 (Mon) 10:00, 98.9652, 139.958, -19.3167, 98.9784, 139.949, -139.313, 98.984, 139.961, 100.688, 1.28619e-07, 1.81894e-07, -114.568, 
2019 Aug 19 (Mon) 10:30, 92.8546, 131.316, -16.3316, 92.8694, 131.31, -136.329, 92.8732, 131.319, 103.672, 1.21557e-07, 1.71902e-07, -111.417, 
2019 Aug 19 (Mon) 11:00, 96.8289, 136.937, -20.4242, 96.8421, 136.927, -140.421, 96.8481, 136.939, 99.5809, 1.25752e-07, 1.77837e-07, -115.474, 
2019 Aug 19 (Mon) 11:30, 99.734, 141.045, -20.0346, 99.7466, 141.036, -140.031, 99.7527, 141.048, 99.9704, 1.29368e-07, 1.82943e-07, -115.188, 
2019 Aug 19 (Mon) 12:00, 101.54, 143.599, -20.4332, 101.552, 143.59, -140.43, 101.558, 143.602, 99.5719, 1.31616e-07, 1.86126e-07, -115.643, 
2019 Aug 19 (Mon) 12:30, 105.304, 148.922, -24.2047, 105.312, 148.91, -144.201, 105.32, 148.925, 95.8012, 1.35398e-07, 1.9148e-07, -119.359, 
2019 Aug 19 (Mon) 13:00, 100.794, 142.544, -15.9526, 100.808, 142.538, -135.95, 100.812, 142.547, 104.051, 1.31345e-07, 1.85747e-07, -111.458, 
2019 Aug 19 (Mon) 13:30, 97.4412, 137.803, -18.3448, 97.455, 137.795, -138.342, 97.4601, 137.805, 101.66, 1.26817e-07, 1.79339e-07, -113.522, 
2019 Aug 19 (Mon) 14:00, 103.728, 146.693, -26.1275, 103.735, 146.681, -146.124, 103.743, 146.695, 93.8787, 1.33285e-07, 1.88487e-07, -121.007, 
2019 Aug 19 (Mon) 14:30, 105.224, 148.809, -29.5246, 105.227, 148.794, -149.521, 105.236, 148.81, 90.4819, 1.34391e-07, 1.90055e-07, -124.203, 
2019 Aug 19 (Mon) 15:00, 101.553, 143.618, -17.0975, 101.567, 143.611, -137.094, 101.571, 143.621, 102.907, 1.32143e-07, 1.86875e-07, -112.54, 
2019 Aug 19 (Mon) 15:30, 111.324, 157.436, -21.7407, 111.332, 157.425, -141.737, 111.34, 157.439, 98.2646, 1.42905e-07, 2.02094e-07, -117.306, 
2019 Aug 19 (Mon) 16:00, 115.179, 162.888, -17.6168, 115.19, 162.88, -137.614, 115.196, 162.891, 102.387, 1.48263e-07, 2.09669e-07, -113.626, 
2019 Aug 19 (Mon) 16:30, 127.198, 179.885, -23.6265, 127.201, 179.873, -143.623, 127.211, 179.888, 96.3786, 1.60827e-07, 2.27439e-07, -119.655, 
2019 Aug 19 (Mon) 17:00, 138.574, 195.974, -22.2668, 138.577, 195.961, -142.264, 138.586, 195.977, 97.7379, 1.74109e-07, 2.46225e-07, -118.913, 
2019 Aug 19 (Mon) 17:30, 157.72, 223.05, -27.2596, 157.716, 223.036, -147.257, 157.727, 223.052, 92.7448, 1.93605e-07, 2.73797e-07, -124.124, 
2019 Aug 19 (Mon) 18:00, 173.708, 245.66, -28.6113, 173.702, 245.647, -148.609, 173.712, 245.661, 91.3924, 2.10063e-07, 2.97072e-07, -125.833, 
2019 Aug 19 (Mon) 18:30, 209.597, 296.415, -26.8941, 210.68, 297.943, -146.636, 209.375, 296.097, 93.3224, 2.02013, 2.8569, -125.151, 
2019 Aug 19 (Mon) 19:00, 212.987, 301.209, -28.4008, 214.075, 302.745, -148.145, 212.756, 300.88, 91.8118, 2.03285, 2.87488, -126.386, 
2019 Aug 19 (Mon) 19:30, 182.149, 257.597, -23.7043, 182.145, 257.584, -143.702, 182.156, 257.6, 96.2994, 2.20651e-07, 3.12048e-07, -122.088, 
2019 Aug 19 (Mon) 20:00, 173.257, 245.022, -20.8206, 173.257, 245.01, -140.818, 173.267, 245.026, 99.1831, 2.13317e-07, 3.01671e-07, -119.105, 
2019 Aug 19 (Mon) 20:30, 188.249, 266.224, -31.7028, 188.242, 266.212, -151.701, 188.251, 266.224, 88.3002, 2.22837e-07, 3.15139e-07, -128.97, 
2019 Aug 19 (Mon) 21:00, 177.385, 250.861, -26.7221, 177.38, 250.847, -146.72, 177.391, 250.863, 93.2817, 2.14593e-07, 3.0348e-07, -124.52, 
2019 Aug 19 (Mon) 21:30, 170.915, 241.71, -26.9927, 170.91, 241.696, -146.99, 170.92, 241.712, 93.0113, 2.07305e-07, 2.93172e-07, -124.378, 
2019 Aug 19 (Mon) 22:00, 156.193, 220.89, -26.358, 156.19, 220.876, -146.355, 156.2, 220.892, 93.6464, 1.92065e-07, 2.71621e-07, -123.292, 
2019 Aug 19 (Mon) 22:30, 146.421, 207.07, -26.6324, 146.418, 207.056, -146.63, 146.428, 207.072, 93.3724, 1.8163e-07, 2.56863e-07, -123.112, 
2019 Aug 19 (Mon) 23:00, 131.802, 186.396, -26.6098, 131.802, 186.382, -146.607, 131.811, 186.398, 93.3955, 1.65336e-07, 2.33816e-07, -122.479, 
2019 Aug 19 (Mon) 23:30, 120.12, 169.875, -29.296, 120.12, 169.861, -149.293, 120.129, 169.876, 90.7098, 1.51431e-07, 2.14153e-07, -124.52, 
2019 Aug 20 (Tue) 0:00, 99.0412, 140.065, -24.2462, 99.051, 140.054, -144.242, 99.0585, 140.068, 95.7599, 1.27827e-07, 1.80769e-07, -119.105, 
