Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 7:30, 216.778, 306.57, -10.0742, 218.604, 309.153, -128.926, 218.739, 309.344, 111.007, 0.436036, 0.616648, 159.49, 
2019 Aug 19 (Mon) 8:00, 217.452, 307.524, -10.0428, 219.291, 310.124, -128.891, 219.429, 310.319, 111.043, 0.438426, 0.620027, 159.504, 
2019 Aug 19 (Mon) 8:30, 216.722, 306.491, -9.63563, 218.514, 309.026, -128.482, 218.644, 309.209, 111.452, 0.436588, 0.617428, 160.247, 
2019 Aug 19 (Mon) 9:00, 225.929, 319.511, -3.71599, 225.929, 319.512, -123.716, 225.929, 319.511, 116.284, 1.52359e-07, 2.15469e-07, -168.262, 
2019 Aug 19 (Mon) 9:30, 228.319, 322.892, -3.73801, 228.319, 322.892, -123.738, 228.319, 322.892, 116.262, 1.55756e-07, 2.20273e-07, -168.42, 
2019 Aug 19 (Mon) 10:00, 230.236, 325.603, -3.63794, 230.236, 325.604, -123.638, 230.236, 325.603, 116.362, 1.58571e-07, 2.24253e-07, -168.298, 
2019 Aug 19 (Mon) 10:30, 231.537, 327.443, -3.50824, 231.537, 327.443, -123.508, 231.537, 327.443, 116.492, 1.60526e-07, 2.27018e-07, -168.084, 
2019 Aug 19 (Mon) 11:00, 230.143, 325.471, -3.51395, 230.143, 325.471, -123.514, 230.143, 325.471, 116.486, 1.58497e-07, 2.24148e-07, -168.033, 
2019 Aug 19 (Mon) 11:30, 229.977, 325.236, -3.63916, 229.977, 325.236, -123.639, 229.976, 325.236, 116.361, 1.58194e-07, 2.2372e-07, -168.289, 
2019 Aug 19 (Mon) 12:00, 229.704, 324.851, -3.69158, 229.704, 324.851, -123.692, 229.704, 324.851, 116.308, 1.57773e-07, 2.23124e-07, -168.386, 
2019 Aug 19 (Mon) 12:30, 228.327, 322.903, -3.66573, 228.327, 322.903, -123.666, 228.327, 322.902, 116.334, 1.55802e-07, 2.20337e-07, -168.269, 
2019 Aug 19 (Mon) 13:00, 230.997, 326.679, -3.83224, 230.997, 326.679, -123.832, 230.997, 326.679, 116.168, 1.59576e-07, 2.25674e-07, -168.741, 
2019 Aug 19 (Mon) 13:30, 230.628, 326.157, -3.61606, 230.628, 326.157, -123.616, 230.628, 326.157, 116.384, 1.59148e-07, 2.25069e-07, -168.27, 
2019 Aug 19 (Mon) 14:00, 227.989, 322.425, -3.51667, 227.989, 322.425, -123.517, 227.989, 322.425, 116.483, 1.55392e-07, 2.19758e-07, -167.94, 
2019 Aug 19 (Mon) 14:30, 226.966, 320.979, -3.3945, 226.966, 320.979, -123.395, 226.966, 320.979, 116.605, 1.53993e-07, 2.17779e-07, -167.635, 
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 1.59028e-07, 2.249e-07, -168.7, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 1.55769e-07, 2.2029e-07, -168.985, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 1.56908e-07, 2.21901e-07, -169.721, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 1.52494e-07, 2.1566e-07, -169.937, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 1.51364e-07, 2.14061e-07, -170.975, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 1.45854e-07, 2.06269e-07, -171.613, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 1.42517e-07, 2.0155e-07, -172.515, 
2019 Aug 19 (Mon) 18:30, 197.126, 278.778, -17.8175, 203.377, 287.619, -134.825, 203.6, 287.934, 105.12, 0.673652, 0.952688, 166.866, 
2019 Aug 19 (Mon) 19:00, 196.332, 277.656, -17.7036, 202.471, 286.338, -134.733, 202.688, 286.644, 105.211, 0.664555, 0.939822, 167.135, 
2019 Aug 19 (Mon) 19:30, 199.182, 281.686, -18.0492, 205.539, 290.676, -135.082, 205.773, 291.006, 104.865, 0.677492, 0.958119, 166.211, 
2019 Aug 19 (Mon) 20:00, 200.39, 283.394, -18.2615, 207.034, 292.79, -135.212, 207.282, 293.141, 104.735, 0.703175, 0.994439, 165.774, 
2019 Aug 19 (Mon) 20:30, 195.683, 276.737, -17.642, 201.82, 285.417, -134.649, 202.035, 285.72, 105.294, 0.666722, 0.942887, 167.335, 
2019 Aug 19 (Mon) 21:00, 197.994, 280.006, -17.9697, 204.449, 289.135, -134.917, 204.682, 289.464, 105.028, 0.692093, 0.978767, 166.553, 
2019 Aug 19 (Mon) 21:30, 197.997, 280.01, -18.0298, 204.627, 289.386, -134.9, 204.866, 289.724, 105.044, 0.710589, 1.00493, 166.513, 
2019 Aug 19 (Mon) 22:00, 198.495, 280.714, -18.2147, 205.533, 290.668, -134.925, 205.788, 291.029, 105.019, 0.751775, 1.06317, 166.269, 
2019 Aug 19 (Mon) 22:30, 198.591, 280.851, -18.3127, 205.896, 291.181, -134.911, 206.161, 291.555, 105.032, 0.779379, 1.10221, 166.18, 
2019 Aug 19 (Mon) 23:00, 198.91, 281.301, -18.4754, 206.617, 292.2, -134.914, 206.897, 292.596, 105.029, 0.820296, 1.16007, 165.995, 
2019 Aug 19 (Mon) 23:30, 198.494, 280.713, -18.5383, 206.51, 292.049, -134.828, 206.798, 292.457, 105.115, 0.854434, 1.20835, 166.058, 
2019 Aug 20 (Tue) 0:00, 200.529, 283.591, -18.7526, 209.063, 295.66, -134.888, 209.377, 296.104, 105.058, 0.903749, 1.27809, 165.648, 
