Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 9:30, 228.319, 322.892, -3.73801, 228.319, 322.892, -123.738, 228.319, 322.892, 116.262, 5.32238e-08, 7.52698e-08, 137.663, 
2019 Aug 19 (Mon) 10:00, 230.236, 325.603, -3.63794, 230.236, 325.604, -123.638, 230.236, 325.603, 116.362, 5.3658e-08, 7.58839e-08, 137.81, 
2019 Aug 19 (Mon) 10:30, 231.537, 327.443, -3.50824, 231.537, 327.443, -123.508, 231.537, 327.443, 116.492, 5.39432e-08, 7.62872e-08, 137.973, 
2019 Aug 19 (Mon) 11:00, 230.143, 325.471, -3.51394, 230.143, 325.471, -123.514, 230.143, 325.471, 116.486, 5.36239e-08, 7.58357e-08, 137.93, 
2019 Aug 19 (Mon) 11:30, 229.977, 325.236, -3.63916, 229.977, 325.236, -123.639, 229.976, 325.236, 116.361, 5.35962e-08, 7.57964e-08, 137.803, 
2019 Aug 19 (Mon) 12:00, 229.704, 324.851, -3.69158, 229.704, 324.851, -123.692, 229.704, 324.851, 116.308, 5.35401e-08, 7.57171e-08, 137.745, 
2019 Aug 19 (Mon) 12:30, 228.327, 322.903, -3.66573, 228.327, 322.903, -123.666, 228.327, 322.902, 116.334, 5.32172e-08, 7.52605e-08, 137.735, 
2019 Aug 19 (Mon) 13:00, 230.997, 326.679, -3.83224, 230.997, 326.679, -123.832, 230.997, 326.679, 116.168, 5.385e-08, 7.61554e-08, 137.638, 
2019 Aug 19 (Mon) 13:30, 230.628, 326.157, -3.61606, 230.628, 326.157, -123.616, 230.628, 326.157, 116.384, 5.37445e-08, 7.60062e-08, 137.842, 
2019 Aug 19 (Mon) 14:00, 227.989, 322.425, -3.51667, 227.989, 322.425, -123.517, 227.989, 322.425, 116.483, 5.31262e-08, 7.51317e-08, 137.875, 
2019 Aug 19 (Mon) 14:30, 226.966, 320.979, -3.3945, 226.966, 320.979, -123.395, 226.966, 320.979, 116.605, 5.28783e-08, 7.47812e-08, 137.971, 
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 5.37625e-08, 7.60317e-08, 137.639, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 5.32691e-08, 7.53339e-08, 137.4, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 5.35141e-08, 7.56803e-08, 137.096, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 5.28245e-08, 7.47051e-08, 136.847, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 5.27247e-08, 7.4564e-08, 136.321, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 5.18555e-08, 7.33348e-08, 135.825, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 5.13525e-08, 7.26234e-08, 135.278, 
2019 Aug 19 (Mon) 18:30, 207.389, 293.292, -12.923, 209.282, 295.97, -131.828, 207.268, 293.122, 107.02, 0.366156, 0.517823, 127.728, 
2019 Aug 19 (Mon) 19:00, 206.356, 291.832, -12.8778, 208.227, 294.477, -131.787, 206.231, 291.655, 107.066, 0.364079, 0.514886, 127.751, 
2019 Aug 19 (Mon) 19:30, 209.438, 296.19, -13.2878, 211.394, 298.956, -132.188, 209.326, 296.031, 106.654, 0.370466, 0.523918, 127.377, 
2019 Aug 19 (Mon) 20:00, 211.395, 298.958, -13.2173, 213.386, 301.774, -132.108, 211.291, 298.811, 106.724, 0.374299, 0.529339, 127.514, 
2019 Aug 19 (Mon) 20:30, 205.813, 291.064, -12.7204, 207.664, 293.682, -131.63, 205.687, 290.885, 107.224, 0.362906, 0.513227, 127.913, 
2019 Aug 19 (Mon) 21:00, 208.79, 295.274, -12.8685, 210.708, 297.986, -131.767, 208.675, 295.112, 107.075, 0.368897, 0.521699, 127.829, 
2019 Aug 19 (Mon) 21:30, 209.379, 296.107, -12.6389, 211.296, 298.817, -131.532, 209.267, 295.949, 107.306, 0.369909, 0.52313, 128.102, 
2019 Aug 19 (Mon) 22:00, 211.156, 298.619, -12.2276, 213.082, 301.344, -131.109, 211.052, 298.472, 107.719, 0.37313, 0.527686, 128.611, 
2019 Aug 19 (Mon) 22:30, 212.12, 299.983, -11.902, 214.046, 302.706, -130.776, 212.02, 299.842, 108.046, 0.374797, 0.530044, 129, 
2019 Aug 19 (Mon) 23:00, 213.714, 302.237, -11.4552, 215.643, 304.965, -130.317, 213.621, 302.106, 108.495, 0.377598, 0.534005, 129.539, 
2019 Aug 19 (Mon) 23:30, 214.377, 303.176, -10.9321, 216.287, 305.875, -129.786, 214.288, 303.049, 109.021, 0.378522, 0.535312, 130.132, 
2019 Aug 20 (Tue) 0:00, 217.806, 308.024, -10.595, 219.76, 310.787, -129.43, 217.732, 307.92, 109.36, 0.384894, 0.544323, 130.598, 
