Time, z_01, z_04, z_12, z_23, z_30, z_31, z_32, z_33, z_34, z_35, z_45, z_56, z_60, 
2019 Aug 19 (Mon) 16:00, 4.1111e-05, 3.99884e-05, 4.89034e-05, 5.68801e-05, 6.33665e-05, 6.63861e-05, 6.83095e-05, 3.60181e-05, 3.90786e-05, 4.04557e-05, 4.28681e-05, 4.59045e-05, 4.72952e-05, 
2019 Aug 19 (Mon) 16:30, 5.62225e-05, 5.218e-05, 6.65835e-05, 7.75666e-05, 8.47914e-05, 8.6158e-05, 8.73356e-05, 5.37467e-05, 5.58218e-05, 5.64378e-05, 5.9961e-05, 6.49837e-05, 6.61284e-05, 
2019 Aug 19 (Mon) 17:00, 5.53704e-05, 5.37396e-05, 6.64574e-05, 7.70941e-05, 8.46896e-05, 8.63527e-05, 8.83059e-05, 5.20805e-05, 5.6536e-05, 5.67839e-05, 5.94944e-05, 6.45209e-05, 6.67904e-05, 
2019 Aug 19 (Mon) 17:30, 5.6963e-05, 5.52969e-05, 6.79923e-05, 7.53126e-05, 8.06905e-05, 8.49862e-05, 8.69634e-05, 5.27675e-05, 5.94805e-05, 6.23535e-05, 6.39804e-05, 6.99366e-05, 6.91182e-05, 
2019 Aug 19 (Mon) 18:00, 5.42683e-05, 5.28049e-05, 6.47453e-05, 6.92998e-05, 7.28738e-05, 7.70694e-05, 7.63338e-05, 5.10994e-05, 5.59568e-05, 5.96083e-05, 6.09672e-05, 6.52835e-05, 6.83786e-05, 
2019 Aug 19 (Mon) 18:30, 0.774067, 0.741332, 0.799298, 0.776228, 0.732555, 0.691076, 0.658105, 0.652111, 0.587101, 0.575115, 0.776803, 0.77735, 0.777446, 
2019 Aug 19 (Mon) 19:00, 0.770431, 0.737708, 0.795674, 0.772652, 0.729023, 0.687602, 0.654646, 0.648494, 0.583515, 0.571555, 0.773157, 0.773695, 0.773779, 
2019 Aug 19 (Mon) 19:30, 0.781432, 0.748962, 0.806306, 0.782915, 0.739009, 0.697241, 0.664212, 0.659661, 0.594974, 0.583143, 0.784455, 0.785049, 0.785183, 
2019 Aug 19 (Mon) 20:00, 0.788244, 0.755594, 0.813275, 0.789932, 0.746029, 0.704249, 0.671213, 0.666319, 0.601359, 0.589374, 0.791128, 0.791737, 0.791885, 
2019 Aug 19 (Mon) 20:30, 0.768446, 0.735598, 0.79386, 0.77097, 0.727435, 0.686135, 0.653202, 0.64642, 0.581271, 0.569221, 0.771043, 0.771563, 0.771633, 
2019 Aug 19 (Mon) 21:00, 0.778932, 0.746074, 0.804289, 0.781255, 0.737588, 0.696106, 0.663128, 0.65687, 0.591656, 0.579554, 0.781567, 0.782132, 0.782236, 
2019 Aug 19 (Mon) 21:30, 0.780864, 0.74774, 0.806521, 0.783684, 0.740125, 0.698768, 0.665824, 0.658601, 0.593012, 0.580712, 0.783252, 0.78381, 0.783904, 
2019 Aug 19 (Mon) 22:00, 0.786832, 0.753201, 0.813059, 0.79057, 0.747195, 0.706062, 0.673153, 0.664184, 0.597862, 0.585177, 0.788755, 0.789307, 0.789398, 
2019 Aug 19 (Mon) 22:30, 0.790011, 0.755994, 0.816674, 0.794457, 0.751241, 0.710297, 0.677423, 0.667081, 0.600224, 0.587255, 0.791578, 0.792122, 0.792202, 
2019 Aug 19 (Mon) 23:00, 0.795311, 0.760754, 0.822583, 0.800746, 0.757751, 0.717061, 0.684232, 0.671985, 0.604386, 0.591009, 0.796376, 0.796913, 0.796981, 
2019 Aug 19 (Mon) 23:30, 0.797303, 0.762184, 0.825242, 0.803857, 0.761138, 0.720779, 0.688023, 0.673586, 0.605214, 0.59143, 0.797826, 0.798339, 0.798386, 
2019 Aug 20 (Tue) 0:00, 0.809054, 0.773411, 0.837552, 0.816461, 0.77388, 0.733659, 0.700923, 0.684962, 0.615857, 0.601668, 0.809114, 0.809648, 0.809706, 
