Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 10:30, 237.045, 335.232, -1.16184, 236.856, 334.964, -121.14, 237.499, 335.874, 119.138, 0.130985, 0.185212, 148.456, 
2019 Aug 19 (Mon) 11:00, 236.572, 334.563, -1.16907, 236.381, 334.293, -121.143, 237.138, 335.363, 119.136, 0.137177, 0.193961, 144.372, 
2019 Aug 19 (Mon) 11:30, 236.523, 334.494, -1.21126, 236.325, 334.215, -121.185, 237.095, 335.304, 119.104, 0.141359, 0.199876, 144.85, 
2019 Aug 19 (Mon) 12:00, 236.434, 334.368, -1.22975, 236.233, 334.084, -121.202, 237.025, 335.204, 119.091, 0.144037, 0.203663, 144.489, 
2019 Aug 19 (Mon) 12:30, 235.959, 333.697, -1.2267, 235.758, 333.412, -121.195, 236.663, 334.692, 119.096, 0.150008, 0.212106, 140.703, 
2019 Aug 19 (Mon) 13:00, 236.884, 335.004, -1.27107, 236.676, 334.711, -121.248, 237.363, 335.681, 119.056, 0.142406, 0.201366, 149.064, 
2019 Aug 19 (Mon) 13:30, 236.744, 334.806, -1.20102, 236.548, 334.529, -121.176, 237.265, 335.543, 119.11, 0.137834, 0.194895, 146.521, 
2019 Aug 19 (Mon) 14:00, 235.833, 333.518, -1.17829, 235.64, 333.245, -121.145, 236.573, 334.565, 119.134, 0.147922, 0.209154, 138.678, 
2019 Aug 19 (Mon) 14:30, 235.471, 333.006, -1.14132, 235.284, 332.741, -121.104, 236.301, 334.18, 119.165, 0.15053, 0.212842, 135.199, 
2019 Aug 19 (Mon) 15:00, 236.753, 334.82, -1.26898, 236.546, 334.527, -121.245, 237.264, 335.541, 119.059, 0.143647, 0.203118, 147.912, 
2019 Aug 19 (Mon) 15:30, 236.015, 333.776, -1.33916, 235.796, 333.466, -121.308, 236.692, 334.733, 119.01, 0.158524, 0.224152, 143.403, 
2019 Aug 19 (Mon) 16:00, 236.352, 334.253, -1.44489, 236.116, 333.918, -121.417, 236.936, 335.079, 118.928, 0.163544, 0.231257, 147.754, 
2019 Aug 19 (Mon) 16:30, 235.318, 332.789, -1.51645, 235.069, 332.437, -121.479, 236.137, 333.949, 118.881, 0.182292, 0.257768, 141.87, 
2019 Aug 19 (Mon) 17:00, 235.143, 332.542, -1.69039, 234.865, 332.149, -121.651, 235.983, 333.73, 118.749, 0.198961, 0.281343, 143.584, 
2019 Aug 19 (Mon) 17:30, 233.829, 330.684, -1.84476, 233.525, 330.254, -121.793, 234.958, 332.281, 118.641, 0.229122, 0.324004, 138.868, 
2019 Aug 19 (Mon) 18:00, 233.06, 329.596, -2.02383, 232.725, 329.123, -121.964, 234.346, 331.416, 118.509, 0.254124, 0.359368, 137.851, 
2019 Aug 19 (Mon) 18:30, 225.592, 319.035, -7.28333, 224.464, 317.44, -127.021, 231.057, 326.763, 116.864, 1.68252, 2.37945, 131.569, 
2019 Aug 19 (Mon) 19:00, 225.194, 318.472, -7.27895, 224.067, 316.879, -127.01, 230.728, 326.298, 116.866, 1.68653, 2.38512, 131.36, 
2019 Aug 19 (Mon) 19:30, 233.641, 330.418, -2.26063, 233.266, 329.889, -122.207, 234.766, 332.009, 118.324, 0.265318, 0.375195, 143.253, 
2019 Aug 19 (Mon) 20:00, 234.402, 331.495, -2.19542, 234.039, 330.981, -122.15, 235.357, 332.846, 118.369, 0.250669, 0.354476, 146.036, 
2019 Aug 19 (Mon) 20:30, 231.994, 328.088, -2.12838, 231.642, 327.591, -122.058, 233.514, 330.238, 118.436, 0.277979, 0.393108, 134.929, 
2019 Aug 19 (Mon) 21:00, 233.253, 329.869, -2.12225, 232.902, 329.373, -122.065, 234.483, 331.61, 118.433, 0.259141, 0.366461, 139.943, 
2019 Aug 19 (Mon) 21:30, 233.423, 330.109, -2.02751, 233.088, 329.636, -121.972, 234.625, 331.809, 118.504, 0.249264, 0.352493, 139.489, 
2019 Aug 19 (Mon) 22:00, 234.014, 330.946, -1.845, 233.71, 330.516, -121.795, 235.1, 332.482, 118.639, 0.22654, 0.320352, 139.776, 
2019 Aug 19 (Mon) 22:30, 234.305, 331.357, -1.71021, 234.023, 330.959, -121.663, 235.339, 332.819, 118.74, 0.211775, 0.299469, 139.236, 
2019 Aug 19 (Mon) 23:00, 234.809, 332.069, -1.52177, 234.558, 331.716, -121.479, 235.747, 333.397, 118.88, 0.189735, 0.268296, 138.887, 
2019 Aug 19 (Mon) 23:30, 234.928, 332.239, -1.3241, 234.711, 331.931, -121.282, 235.863, 333.561, 119.03, 0.172691, 0.244188, 135.797, 
2019 Aug 20 (Tue) 0:00, 236.162, 333.983, -1.14774, 235.974, 333.717, -121.118, 236.828, 334.925, 119.155, 0.140824, 0.199115, 140.5, 
